id,person_id,place_id,earliest_attested_day,earliest_attested_year,earliest_attested_month,latest_attested_day,latest_attested_year,latest_attested_month,role,hypothesized,resident,source,movement_notes
1199,150,150,,1547,7,,,,Military leader,false,false,"Simonetta, Caterina de' Medici, pp. 198-199","<p>He was mentioned in a letter of Giovan Battista Ricasoli (Florentine ambassador). He attended the coronation of King Henri II and was named ""chevalier de Saint-Michel"".</p>"
965,86,1,,1547,,,,,Courtesan,false,false,"DBI, ad vocem",<p>He was named valet de chambre of Henri II.</p>
1584,173,1,1547-12-12,1547,12,,,,Soldier,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 144</p>",<p>He sent a letter to Roberto Strozzi.</p>
1533,85,124,1546-09-24,1546,9,,,,Merchant,false,true,"<p>BNF, Mal. VIII, 1447, cc. 33r-34r.</p>",<p>Niccol&ograve; Martelli sent a letter to him.</p>
1136,110,124,,1546,6,,1547,6,Consul of the Florentine Nation in Lyon,false,true,"Picot, les italiens en France, p. 96",<p>He was appointed Consul of the Florentine Nation in Lyon.</p>
1197,150,138,,1545,3,,1545,4,Military leader,false,false,"Smonetta, Caterina de' Medici, pp. 176-177",<p>He was mentioned in letters of Bernardo de' Medici (Florentine ambassador)</p>
1576,150,185,,1545,7,,,,Military leader,false,false,"<p>Correspondance des nonces en France Capodiferro, Dandino et Guidiccione, p. 365</p>",<p>He was mentioned in a letter of Guidiccione.</p>
1471,429,124,1545-07-07,1545,7,,,,Scholar,false,false,"<p>DBI, ad vocem</p>",<p>He was mentioned in a letter of Battista Alamanni.</p>
992,81,124,,1545,7,,,,,false,false,"DBI, ad vocem",<p>He stopped in Lyon during his journey to Italy. He was mentioned in a letter of Battista Alamanni to Benedetto Varchi.</p>
1224,58,124,,1545,,,,,Banker,false,true,"<p>DBI, ad vocem.&nbsp;</p>",<p>He was force to pay a tax of 1200 livers tournois.</p>
1196,150,146,,1545,2,,,,Military leader,false,false,"<p>Simonetta, Caterina de' Medici, p. 175</p>",<p>He was mentioned in a letter of Bernardo de' Medici (Florentine ambassador)</p>
1575,150,184,,1545,6,,,,Military leader,false,false,"<p>Correspondance des nonces en France Capodiferro, Dandino et Guidiccione, p. 365</p>",<p>He was mentioned in a letter of Guidiccione.</p>
1585,562,1,,1545,2,,,,Soldier,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 303</p>",<p>He was mentioned in a letter of Lorenzino de' Medici. Nobili had just arrived in Venice from France.</p>
1514,485,177,,1545,,,,,Soldier,false,true,"<p>Dubost, La France italienne, annexe 1 - Simoncelli, La Repubblica fiorentina in esilio, p. 114.</p>",<p>He lived in Poitiers with his family. Then he entered the service of Leone Strozzi (May 1554).</p>
1311,67,1,,1545,,,,,Courtesan,false,true,"<p>DBI, ad vocem.</p>",<p>He wrote a letter to Benvenuto Cellini on behalf of the King Fran&ccedil;ois I.</p>
1472,55,124,1545-07-07,1545,7,,,,Scholar,false,true,"<p>DBI, ad vocem</p>",<p>He sent a letter to Varchi.</p>
1198,150,121,,1545,11,,,,Military leader,false,false,"Simonetta, Caterina de' Medici, p. 181",He sent a letter to Luigi Del Riccio
1465,94,1,,1545,,,,,Merchant,false,true,"<p>Histoire et dictionnaire des guerres de religion, p. 943</p>",<p>He moved to Paris</p>
1466,382,1,,1545,,,,,Family reasons,false,true,"<p>Histoire et dictionnaire des guerres de religion, p. 943</p>",<p>She moved to Paris with her husband Guidobaldo Antonio Gondi</p>
1484,461,126,,1545,,,,,Military leader,false,false,"<p>Picot, Les italiens, p. 96.</p>",<p>Captain of two galleys.</p>
1574,174,1,1544-07-17,1544,7,,,,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, pp. 301-302</p>",<p>He sent a letter to Roberto Strozzi.</p>
1190,149,1,,1544,10,,1544,11,Military leader,false,false,"<p>10-1544: DBI, ad vocem - 11-1544: Simonetta, Caterina de' Medici, p. 170</p>",<p>10-1544:He returned in France - 11-1554:He sent a letter to Migliore Covoni</p>
1114,56,114,1544-05-08,1544,5,,,,Ambassador,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 173","<p>During his trip to Genoa, Alamanni, ambassador fo the King Fran&ccedil;ois I, wrote a letter to the Doge of Genoa.</p>"
1581,558,1,1544-07-13,1544,7,,,,Merchant,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 111</p>",<p>He sent a letter to Roberto Strozzi.</p>
1195,150,122,,1544,12,1545-01-09,1545,1,Military leader,false,false,"<p>1544: Simonetta, Caterina de' Medici, p. 170; 1545: Dall'Aglio, L'assassino del duca, p. 302</p>",<p>1544: He was mentioned in a letter of Bernardo de' Medici (Florentine ambassador). 1545: He sent a letter to his brother Roberto Strozzi.</p>
1256,85,124,,1544,,,1545,,Merchant,true,true,,
1498,121,124,,1544,6,,1545,6,Consul of the Florentine Nation in Lyon,false,true,"<p>ASF, CS, Serie V, 1090, inserto 2</p>","<p>As Consul of the Florentine nation in Lyon, he sign a note with Palla Strozzi and Giovan Francesco Bini.</p>"
1577,560,124,1544-11-18,1544,11,,,,Merchant,false,true,"<p>Dall'Aglio, L'assassino del duca, p. 166</p>",<p>He was mentioned in a letter of Giulio Alvarotti sent to the Duke Ercole II d'Este.</p>
1113,56,1,1543-11-05,1543,11,,,,Courtesan,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 172",<p>He wrote a letter to the Duke of Ferrara Ercole II d'Este.</p>
1573,174,1,1543-07-26,1543,7,,,,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, pp. 299-301</p>",<p>He sent a letter to Roberto Strozzi.</p>
1347,149,145,,1543,8,,,,Military leader,false,false,"<p>DBI, ad vocem.</p>",<p>He took part at the siege of Nice.</p>
1383,313,124,1543-06-04,1543,6,,,,Merchant,false,true,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXII, num. 401</p>",<p>Pierre Dorlin (notary) ratified an act of Ludovico Serristori who was living in Lyon.</p>
1565,559,124,1542-10-07,1542,10,,,,Agent of the Strozzi family,false,true,"<p>Dall'Aglio, L'assassino del duca, p. 99.</p>",<p>He sent a letter to Piero Strozzi.</p>
1274,127,124,,1542,,,1551,,Merchant,true,true,,
1281,110,124,,1542,,,1546,,,true,true,,
1566,174,124,1542-10-07,1542,10,1542-10-09,1542,10,Agent of the Florentine exiles,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 99</p>",<p>He was mentioned in letters of Giovanni Lanfredini and Cornelio Bandini.</p>
1572,174,165,1542-11-09,1542,11,,,,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 99</p>",<p>He was mentioned in a letter of Pier Francesco Riccio.</p>
1564,558,124,1542-10-09,1542,10,,,,Agent of the Strozzi family,false,true,"<p>Dall'Aglio, L'assassino del duca, p. 99</p>",<p>He sent a letter to Piero Strozzi</p>
1571,174,126,,1542,10,,,,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 99</p>","<p>He was mentioned in a letter of Antonio Beghini, agent of the Duke Cosimo I.</p>"
1570,150,165,1542-11-09,1542,11,,,,Military leader,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 99</p>",<p>He was mentioned in a letter of Pier Francesco Riccio.</p>
1569,150,126,,1542,10,,,,Military leader,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 99</p>","<p>He was mentioned in a letter of Antonio Beghini, agent of Cosimo I.</p>"
1563,174,183,,1542,7,,,,Agent of the Florentine exiles,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 97.</p>",<p>He was mentioned in letters of Diego Hurtado de Mendoza. He met the King who was in Lorraine.</p>
1532,554,124,,1542,,,1547,,Artist,true,true,,
1518,88,1,,1542,,,1543,,Merchant,false,false,"<p>Guidi Bruscoli, Benvenuto Olivieri, p. 299.</p>",<p>He lived in Paris and had business with Benvenuto Olivieri who was in Italy.</p>
1470,429,124,1542-01-01,1542,1,1543-06-24,1543,6,Scholar,false,true,"<p>DBI, ad vocem</p>",<p>He translated from latin to vulgar works of Plutarco and Boccaccio.</p>
1444,382,1,,1542,,,,,Courtesan,false,true,"<p>Simonetta, Caterina de' Medici, p. 158</p>",<p>She lived at the court of Catherine de' Medici</p>
1333,91,168,,1541,12,,,,Clergyman,false,false,"<p>DBI, ad vocem.</p>",<p>He spent some time in his diocese of Sarlat.</p>
1558,149,1,1541-12-28,1541,12,,,,Military leader,false,false,"<p>ASF, Mediceo del Principato, 1170, n. 11</p>",<p>He was mentioned in a letter of Marco Bracci. He was at the court of the King Fran&ccedil;ois I.</p>
1026,69,124,,1541,5,,,,,false,false,"Charpin Feurgerolles, Les florentins à Lyon, p. 182",<p>Buonguglielmi and other merchants in Lyon sign a deal with the community of the friars at Notre-Dame-de-Confort to give hospitality to religious coming from Italy.</p>
1015,57,124,,1541,5,,,,Merchant,false,true,"Charpin Feurgerolles, Les florentins à Lyon, p. 182",<p>Albizzi and other merchants in Lyon sign a deal with the community of the friars at Notre-Dame-de-Confort to give hospitality to religious coming from Italy.</p>
1145,117,124,,1541,5,,,,Merchant,false,false,"Charpin Feurgerolles, Les florentins à Lyon, p. 182",<p>Orlandini and other merchants in Lyon sign a deal with the community of the friars at Notre-Dame-de-Confort to give hospitality to religious coming from Italy.</p>
1159,126,124,,1541,,,1543,,Merchant,false,true,"Picot, les italiens en France, p. 101","<p>1541: He published Tacitus' works with notes of Emilio Ferretti - 1542: He was naturalized as French by the King. With Albizzo Del Bene, he received the custody of Tommaso Guadagni's sons - 1543: The King gave him (and Albizzo Del Bene) the monopoly to import alum into France for ten years.</p>"
1583,563,124,,1541,3,,,,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, pp. 116-117</p>",<p>He was mentioned in a letter of Menichino Buonanni to Cosimo I.</p>
1557,150,1,1541-12-28,1541,12,,,,Military leader,false,false,"<p>ASF, Mediceo del Principato, 1170, n. 11</p>",<p>He was mentioned in a letter of Marco Bracci. He was at the court of the King Fran&ccedil;ois I.</p>
1559,341,1,1541-12-28,1541,12,,,,Exile,false,false,"<p>ASF, Mediceo del Principato 1170, n. 11</p>",<p>He was mentioned in a letter of Marco Bracci. He was at the court of the King Fran&ccedil;ois I.</p>
998,71,124,,1541,5,,,,Merchant,false,false,"Charpin Feurgerolles, Les florentins à Lyon, p. 182",<p>Capponi and other merchants in Lyon sign a deal with the community of the friars at Notre-Dame-de-Confort to give hospitality to religious from Italy.</p>
1582,562,124,,1541,3,,,,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 116</p>",<p>He was mentioned in a letter of Menichino Buonanni to Cosimo I.</p>
1013,82,124,,1541,4,,,,Agent of the Strozzi family,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 170",<p>He was mentioned in a letter of Luigi Alamanni.</p>
1031,64,124,1541-10-10,1541,10,,1548,5,Merchant,false,true,"<p>8-1541: ASF, Mediceo del Principato, 351, c. 548r - 10-1541 / 6-1542: ASF, CS, Serie III, 96, cc. 101, 108, 132 - 1-1542 / 5-1548: ASF, CS, Serie V, 1090, inserto 2, cc. non numerate.</p>","<p>1541-1542: He sent letters from Lyon toPiero Strozzi, Roberto Strozzi and Luigi Del Riccio in Venice - 1542-1548: Letters, documents and financial records of his business in Lyon.</p>"
1580,174,182,1541-07-16,1541,7,,,,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 298</p>",<p>He sent a letter to Captain Cecchino di Sandro Lattanzi.</p>
1578,560,124,,1541,5,,1541,6,Merchant,false,true,"<p>Dall'Aglio, L'assassino del duca, p. 166</p>",<p>He denounced a conspiracy against Lorenzino de' Medici.</p>
1155,97,124,,1541,5,,,,Merchant,false,false,"Charpin Feurgerolles, Les florentins à Lyon, p. 182",<p>Gualterotti and other merchants in Lyon sign a deal with the community of the friars at Notre-Dame-de-Confort to give hospitality to religious coming from Italy.</p>
1138,130,124,,1541,5,,,,Merchant,false,true,"Charpin Feurgerolles, Les florentins à Lyon, p. 182",<p>Strozzi and other merchants in Lyon sign a deal with the community of the friars at Notre-Dame-de-Confort to give hospitality to religious coming from Italy.</p>
956,100,124,,1541,5,,,,Postmaster,false,false,"<p>Charpin Feurgerolles, Les florentins &agrave; Lyon, p. 182.</p>",<p>Mancini and other merchants in Lyon sign a deal with the community of the friars at Notre-Dame-de-Confort to give hospitality to religious coming from Italy.</p>
1025,77,124,,1541,5,,,,Merchant,false,false,"<p>Charpin Feurgerolles, Les florentins &agrave; Lyon, p. 182.</p>",<p>Carnesecchi and other merchants in Lyon sign a deal with the community of the friars of Notre-Dame-de-Confort to give hospitality to religious coming from Italy.</p>
1530,554,124,,1541,,,,,Artist,false,true,"<p>Calafati, Entre Florence et la France, p. 13</p>",<p>He worked in the house of Cardinal Fran&ccedil;ois de Tournon.</p>
1560,305,1,1541-12-28,1541,12,,,,Military leader,false,false,"<p>ASF, Mediceo del Principato 1170, n. 11</p>",<p>He was mentioned in a letter of Marco Bracci. He was at the court of the King Fran&ccedil;ois I.</p>
1556,174,124,1541-10-10,1541,10,,,,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 90</p>",<p>He was mentioned in a letter of Giovan Francesco Bini.</p>
1562,174,1,1541-12-28,1541,12,,,,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 90</p>",<p>He was mentioned in a letter of Marco Bracci. He was at the court of the King Fran&ccedil;ois I.</p>
1135,110,124,,1541,5,,,,Merchant,false,true,"Charpin Feurgerolles, Les florentins à Lyon, p. 182",<p>Mannelli and other merchants in Lyon sign a deal with the community of the friars at Notre-Dame-de-Confort to give hospitality to religious coming from Italy.</p>
1561,173,1,1541-12-28,1541,12,,,,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 90</p>",<p>He was mentioned in a letter of Marco Bracci. He was at the court of the King Fran&ccedil;ois I.</p>
1521,64,180,,1541,3,,,,Merchant,false,false,"<p>Guidi Bruscoli, Benvenuto Olivieri, p. 213</p>",<p>He trade alum sent by Olivieri from Italy.</p>
1520,64,179,,1541,2,,,,Merchant,false,false,"<p>Guidi Bruscoli, Benvenuto Olivieri, p. 213</p>",<p>He trade alum sent by Olivieri from Italy.</p>
957,121,124,,1541,5,,,,Merchant,false,false,"Charpin Feurgerolles, Les florentins à Lyon, p. 182",<p>Rinieri and other merchants in Lyon sign a deal with the community of the friars at Notre-Dame-de-Confort to give hospitality to religious coming from Italy.</p>
1112,56,124,1541-04-02,1541,4,,,,,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 170",<p>He wrote to his son-in-law Raffaello Corsini about money.</p>
1555,174,182,1540-03-20,1540,3,,,,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, pp. 87-88</p>",<p>He was in the household of Giuliano Soderini. He was mentioned in a letter of Bernardino Duretti.</p>
944,85,124,,1540,,,1543,8,Banker,false,true,"<p>1540: Campitelli, Lucrezia Del Bene, p. 87; 1-5-1541: Charpin Feurgerolles, Les florentins &agrave; Lyon, p. 182; 1542: Picot, les italiens en France, p. 81; 6-8-1543: Picot, les italiens en France, p. 101</p>",<p>1540: Del Bene married Lucrezia Cavalcanti; 1-5-1541: Del Bene and other merchants in Lyon sign a deal with the community of the friars at Notre-Dame-de-Confort to give hospitality to religious coming from Italy; 1542: Del Bene received the custody of Tommaso Guadagni's sons; 6-8-1543: The King gave him the monopoly to import alum into France for ten years.</p>
1150,83,124,,1540,5,1543-11-05,1543,11,Merchant,false,true,"5-1540: Hauvette, Un exilé florentin à la Cour de France au XVIe siècle. Luigi Alamanni, pp. 114-115
-1-5-1541: Charpin Feurgerolles, Les florentins à Lyon, p. 182
-2-4-1541: Bramanti, Lettere di Luigi Alamanni, p. 170
-13-1-1543: Picot, Les italiens en France, p. 120
-5-11-1543: Bramanti, Lettere di Luigi Alamanni, p. 172",<p>5-1540- He married Costanza Alamanni -1-5-1541-Corsini and other merchants in Lyon sign a deal with the community of the friars at Notre-Dame-de-Confort to give hospitality to religious coming from Italy -2-4-1541- Luigi Alamanni sent a letter to Corsini -13-1-1543- He sent a letter to Jean du Bellay -5-11-1543-He was mentioned in a letter of Luigi Alamanni.</p>
1332,91,168,,1540,12,,,,Clergyman,false,false,"<p>DBI, ad vocem.</p>",<p>He spent some time in his diocese of Sarlat.</p>
1006,90,116,,1540,,,1552,7,Scholar,false,true,"Picot, les italiens en France, p. 278",<p>He became Professor of law at the University of Avignon until his death (1552).</p>
1519,64,110,,1540,,,,,Merchant,false,false,"<p>Guidi Bruscoli, Benvenuto Olivieri, pp. 214-215.</p>",<p>He trade alum sent by Benvenuto Olivieri from Italy.</p>
1000,54,124,,1540,,,,,Wife of Raffaello Corsini,false,true,"<p>Hauvette, Un exil&eacute; florentin &agrave; la Cour de France au XVIe si&egrave;cle. Luigi Alamanni, pp. 114-115.</p>",<p>She married the Florentine merchant Raffaello Corsini.</p>
1111,56,122,1540-12-15,1540,12,,,,Courtesan,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, pp. 168-169.</p>",<p>He wrote a letter to Benedetto Varchi.</p>
1058,67,122,,1540,,,,,Courtesan,false,false,"<p>DBI, ad vocem.</p>",<p>He introduced Benvenuto Cellini to the King Fran&ccedil;ois I.</p>
1078,79,124,,1540,,,,,Marriage,false,true,"Campitelli, Lucrezia Del Bene, p. 87",<p>She married Albizzo Del Bene and moved to Lyon.</p>
1068,127,124,,1540,6,,1541,6,Consul of the Florentine Nation in Lyon,false,true,"<p>Charpin Feurgerolles, Les florentins &agrave; Lyon, p. 182.</p>",<p>He was appointed Consul of the Florentine Nation in Lyon.</p>
1110,56,124,,1540,5,,,,,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, pp. 166-167.</p>",<p>Alamanni wrote a letter to Vittoria Colonna. He had just returned in France from Italy.</p>
991,81,1,,1540,,,1545,,Artist,false,false,"DBI, ad vocem",<p>He was in the service of the King Fran&ccedil;ois I.</p>
990,81,122,,1540,9,,,,Artist,false,false,"DBI, ad vocem",<p>He followed the French Court in Fontainebleau.</p>
977,78,111,1540-02-03,1540,2,,,,Exile,false,false,"<p>Campitelli, Un diplomatico in esilio, p. 151.</p>",<p>He was mentioned in a letter of the nuncio in France Filiberto Ferrero.</p>
1331,91,168,,1539,6,,,,Clergyman,false,false,"<p>DBI, ad vocem.</p>",<p>He spent some time in his diocese of Sarlat.</p>
1554,67,1,,1539,5,,,,Treasurer,false,true,"<p>Dall'Aglio, L'assassino del duca, p. 335</p>",<p>He was mentioned in a letter of Bernardino Duretti.</p>
1553,174,1,,1539,5,,,,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 335</p>",<p>He was mentioned in a letter of Bernardino Duretti. Lorenzino was probably in Paris with Buonaccorsi.</p>
1552,174,182,1539-01-02,1539,1,,,,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 79</p>",<p>He was mentioned in a letter of Bernardino Duretti.</p>
1376,310,124,1539-02-17,1539,2,,,,Merchant,false,false,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, 389</p>",<p>Tosinghi protested against Averardo and Piero Salviati.</p>
1380,312,124,1539-02-17,1539,2,1540-02-19,1540,2,Merchant,false,true,"<p>2-1539: SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, num. 389-390 - 17-5-1539: Ivi, num. 391 - 17-2-1540: Ivi, num. 394&nbsp;</p>","<p>2-1539: Giovan Battista Tosinghi protested against Averardo and Piero Salviati. Raffaello Conversini (Pistoian) protested against Averardo and Piero Salviati - 17-5-1539: Domenico Fornano from Casole ordered Averardo and Piero Salviati to take money, as a protest against Agostino della Pergola - Jacopo del Montanello ordered Quintilio Mazzoni to give money to Averardo and Piero Salviati.</p>"
1379,311,124,1539-02-17,1539,2,1540-02-19,1540,2,Merchant,false,true,"<p>2-1529: SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, num. 389-390 - 17-5-1539: Ivi, num. 391 - 2-1540: Ivi, num. 394</p>",<p>2-1539: Giovan Battista Tosinghi protested against Averardo and Piero Salviati. Raffaello Conversini (Pistoian) protested against Averardo and Piero Salviati - 17-5-1539: Domenico Tornano from Casole ordered Averardo and Piero Salviati to take money as protest against Agostino della Pergola - 19-2-1540: Jacopo del Montanello ordered Quintilio Mazzoni to give money to Averardo and Piero Salviati in Lyon.</p>
1500,481,124,1539-05-30,1539,5,,,,Courier,false,false,"<p>ASF, CS, serie V, 1090, inserto 2</p>",<p>He was mentioned in a letter of Giovan Francesco Bini.</p>
1298,56,110,,1539,5,,,,,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 335.</p>",<p>Alamanni is mentioned in a letter of Bernardo Duretti.</p>
1550,557,145,1538-05-28,1538,5,,,,Merchant,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 79</p>",<p>He was mentioned in a letter of Innocenzo Cibo</p>
1297,174,1,1538-11-20,1538,11,,,,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 333.</p>",<p>He was in the household of Giuliano Buonaccorsi.</p>
1495,321,124,,1538,6,,1539,6,Consul of the Florentine Nation in Lyon,false,true,"<p>ASF, CS, Serie V, 1090, inserto 2</p>",<p>Palla Strozzi sent a letter to Luigi Capponi as Consul of the Florentine nation in Lyon (30-05-1539).</p>
1534,85,124,,1538,,,1539,,Merchant,true,true,,
1536,,165,1538-01-14,1538,1,,,,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 76</p>",<p>He was mentioned in a letter of Maria Soderini to Benedetto Varchi.</p>
1226,58,124,,1538,,,,,Banker,false,true,"<p>DBI, ad vocem.</p>",<p>He advanced 30300 livres tournois to the King Fran&ccedil;ois I.</p>
1537,174,124,1538-01-29,1538,1,1538-02-10,1538,2,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 77</p>",<p>1-1538: He sent a letter to Piero Strozzi; 2-1538: He was mentioned in a letter of Giuliano de' Medici to Piero Strozzi.</p>
1539,555,137,,1538,7,,,,Family reasons,false,false,"<p>DBI, ad vocem.</p>",<p>He met Charles V to negotiate the release of his father Filippo.</p>
1005,90,145,,1538,,,,,Scholar,false,false,"Bayle, Dictionnaire historique et critique, vol. 6 p. 443",<p>He took part in the peace negotiations between the King Fran&ccedil;ois I and the Emperor Charles V.</p>
1551,556,145,1538-05-28,1538,5,,,,Merchant,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 79</p>",<p>He was mentioned in a letter o Innocenzo Cibo.</p>
1547,150,145,1538-05-28,1538,5,1538-06-14,1538,6,Military leader,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 79</p>",<p>He was mentioned in letters of Innocenzo Cibo and Bernardino Duretti</p>
1296,174,110,1538-07-20,1538,7,1538-08-09,1538,8,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 76 e 80</p>",<p>He was in the household of Giuliano Buonaccorsi. He was mentioned in letters of Bernardino Duretti.</p>
1299,56,165,1538-01-14,1538,1,,,,,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 76.</p>",<p>Alamanni is mentioned in a letter&nbsp;of Maria Soderini to Benedetto Varchi.</p>
1134,91,145,,1538,3,,,,Clergyman,false,false,"<p>DBI, ad vocem.</p>","<p>Following the Pope Paul III, he took part in the peace negotiations between the King Fran&ccedil;ois I and the Emperor Charles V.</p>"
1548,305,145,1538-05-28,1538,5,,,,Agent of the Florentine exiles,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 79</p>",<p>He was mentioned in a letter of Innocenzo Cibo.</p>
1549,56,145,1538-05-28,1538,5,1538-06-14,1538,6,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 79</p>",<p>He was mentioned in letters of Innocenzo Cibo and Bernardino Duretti.</p>
1579,561,145,1538-05-28,1538,5,,,,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 79</p>",<p>He was mentioned in a letter of Innocenzo Cibo.</p>
1546,174,145,1538-05-28,1538,5,1538-06-14,1538,6,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 79</p>",<p>He was mentioned in letters of Innocenzo Cibo and Bernardino Duretti.</p>
1194,150,137,,1538,7,,,,Military leader,false,false,"Niccolini, Filippo Strozzi, pp. 311-312",He sent a letter to Benevenuto Olivieri
1030,64,124,,1538,,1539-05-30,1539,5,,false,true,"<p>1538-39: DBI, ad vocem - 30-5-1539: ASF, CS, serie V, 1090, inserto 2</p>",<p>1538-39: He had business in Lyon with Palla Strozzi - 30-5-1539: He sent a letter to Federico Strozzi.</p>
1538,174,165,,1537,12,,,,Exile,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 78</p>",<p>He was mentioned in a letter of Giuliano de' Medici to Piero Strozzi.</p>
1273,127,124,,1537,,,1540,,Merchant,true,true,,
1295,174,124,1537-09-21,1537,9,,1537,10,Agent of the Florentine exiles,false,false,"<p>Dall'Aglio, L'assassino del duca, pp. 73-74.</p>",<p>He went to France as agent of the Florentine exiles.</p>
1189,148,1,1537-01-19,1537,1,1537-01-21,1537,1,Agent of the Florentine exiles,false,false,"Simonetta, Caterina de' Medici, pp. 122-123",<p>19-1-1537: He asks Montmorency for money for Florentine exiles - 21-1-1537: He sent a letter to Filippo Strozzi.</p>
1107,56,124,1537-02-23,1537,2,1537-02-25,1537,2,Agent of the Florentine exiles,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, pp. 153-155.</p>",<p>Alamanni wrote letters to Filippo Strozzi. He proposed himself as a mediator of the Florentine exiles in France.</p>
1108,56,1,1537-07-15,1537,7,1537-08-10,1537,8,Courtesan,false,false,"<p>15-7-1537: ASF, CS, I, 100, c. 28r -19-7-1537: ASF, CS, I, 100, c. 30r -21-7-1537: ASF, CS, I, 100, c. 31r -28-7-1537: ASF, CS, I, 100, c. 34r -1-8-1537: Bramanti, Lettere di Luigi Alamanni, p. 156 -10-8-1537: ASF, CS, I, 100, c. 39r.</p>","<p>In letters of Bartolomeo Cavalcanti, ambassador of the Florentine exiles in France, Alamanni is mentioned as an agent at the Court of Fran&ccedil;ois I in Paris. Alamanni wrote a letter to Pietro Aretino (1 August 1537).</p>"
1314,78,124,1537-03-02,1537,3,,,,Ambassador,false,false,"<p>Campitelli, Un diplomatico in esilio, p. 97.</p>",<p>He stopped in Lyon during his trip to the French court.</p>
1315,78,124,1537-08-02,1537,8,1537-10-06,1537,10,Ambassador,false,false,"<p>Campitelli, Un diplomatico in esilio, pp. 110-112.</p>","<p>He met the King Fran&ccedil;ois I in Lyon. He corresponded with Cardinal Giovanni Salviati.</p>
<p>2-8-1537: He received a letter from Cardinal Salviati - 6-10-1537: He sent a letter to Cardinal Salviati.</p>"
1407,341,1,,1537,,,,,Exile,false,false,"<p>DBI, ad vocem.</p>",<p>He moved to France</p>
1417,305,124,,1537,9,,1537,10,Agent of the Florentine exiles,false,false,"<p>Campitelli, Un diplomatico in esilio, pp. 111-113</p>",<p>Bernardo Salviati moved to France to help Bartolomeo Cavalcanti in the negotiations with the King Fran&ccedil;ois I.</p>
1109,56,124,,1537,10,,,,Courtesan,false,false,"ASF, CS, I, 100, cc. 14v-15v",<p>Alamanni is mentioned in a letter of the Cardinal Salviati to Bartolomeo Cavalcanti.</p>
1454,94,124,,1537,,,1539,,Merchant,false,true,"<p>DBI, ad vocem</p>",<p>1537-38: He was appointed alderman of Lyon - 1539: He was appointed Treasure of the Archbishopric of Lyon</p>
1469,429,124,1537-12-05,1537,12,,1538,,Merchant,false,true,"<p>DBI, ad vocem</p>",<p>He sent a letter to Niccolini. He was Head of family business in Lyon</p>
1492,466,124,,1537,6,,1538,6,Consul of the Florentine Nation in Lyon,false,true,"<p>Charpin Feugerolles, Les Florentines &agrave; Lyon, pp. 118-128.</p>",<p>He was Consul of the Florentine nation in Lyon.</p>
1057,67,1,,1537,1,,,,Courtesan,false,true,"Simoncelli, Fuoriuscitismo, p. 227",<p>He sent a letter to Filippo Strozzi</p>
